Type,Severity,start_time,end_time
Precipitation,UNK,2022-07-29 12:46:36,2022-07-29 13:08:36
Rain,Heavy,2022-07-29 13:08:36,2022-07-29 13:20:36
Precipitation,UNK,2022-07-29 13:20:36,2022-07-29 14:10:36
Rain,Moderate,2022-07-29 16:05:36,2022-07-29 16:20:36
Rain,Moderate,2022-08-06 02:13:36,2022-08-06 02:31:36
Rain,Light,2022-08-06 02:31:36,2022-08-06 05:00:36
Rain,Light,2022-08-12 15:20:36,2022-08-12 16:33:36
Rain,Moderate,2022-08-12 16:33:36,2022-08-12 16:41:36
Rain,Heavy,2022-08-12 16:41:36,2022-08-12 17:38:36
Rain,Light,2022-08-12 17:38:36,2022-08-12 18:20:36
Rain,Light,2022-08-12 18:55:36,2022-08-12 20:07:36
Fog,Severe,2022-08-12 20:07:36,2022-08-12 20:33:36
Rain,Light,2022-08-12 22:20:36,2022-08-13 02:20:36
Fog,Severe,2022-08-13 03:32:36,2022-08-13 06:15:36
Rain,Light,2022-08-13 18:36:36,2022-08-13 18:55:36
Rain,Moderate,2022-08-13 18:55:36,2022-08-13 19:20:36
Precipitation,UNK,2022-08-13 19:20:36,2022-08-13 20:20:36
Rain,Moderate,2022-08-14 16:32:36,2022-08-14 16:36:36
Rain,Heavy,2022-08-14 16:36:36,2022-08-14 17:20:36
Precipitation,UNK,2022-08-14 17:20:36,2022-08-14 18:20:36
Rain,Light,2022-08-17 11:17:36,2022-08-17 12:20:36
Rain,Light,2022-08-17 14:20:36,2022-08-17 15:20:36
Rain,Light,2022-08-18 07:20:36,2022-08-18 08:20:36
Precipitation,UNK,2022-08-18 08:20:36,2022-08-18 09:20:36
Rain,Heavy,2022-08-18 09:20:36,2022-08-18 09:32:36
Rain,Light,2022-08-19 17:20:36,2022-08-19 18:20:36
Rain,Light,2022-08-20 11:20:36,2022-08-20 12:20:36
Rain,Moderate,2022-08-20 12:20:36,2022-08-20 12:41:36
Rain,Light,2022-08-20 12:41:36,2022-08-20 13:20:36
Rain,Light,2022-08-20 14:20:36,2022-08-20 16:20:36
Rain,Light,2022-08-21 16:20:36,2022-08-21 17:20:36
Rain,Light,2022-08-26 01:20:36,2022-08-26 02:20:36
Rain,Light,2022-08-26 05:20:36,2022-08-26 06:20:36
Rain,Moderate,2022-08-26 06:20:36,2022-08-26 06:24:36
Rain,Light,2022-08-26 06:24:36,2022-08-26 06:35:36
Rain,Moderate,2022-08-26 06:35:36,2022-08-26 07:20:36
Rain,Light,2022-08-26 07:33:36,2022-08-26 07:54:36
Rain,Moderate,2022-08-26 07:54:36,2022-08-26 08:20:36
Rain,Light,2022-08-26 12:39:36,2022-08-26 13:07:36
Rain,Light,2022-08-26 13:16:36,2022-08-26 14:20:36
Rain,Light,2022-08-26 15:20:36,2022-08-26 15:54:36
Rain,Light,2022-08-26 17:20:36,2022-08-26 17:27:36
Rain,Light,2022-08-26 18:20:36,2022-08-26 20:20:36
Rain,Light,2022-08-31 16:20:36,2022-08-31 19:20:36
Rain,Light,2022-08-31 23:20:36,2022-09-01 01:20:36
Rain,Moderate,2022-09-01 01:20:36,2022-09-01 03:06:36
Rain,Light,2022-09-01 03:06:36,2022-09-01 03:20:36
Rain,Moderate,2022-09-01 03:46:36,2022-09-01 05:20:36
Rain,Light,2022-09-03 06:20:36,2022-09-03 06:33:36
Rain,Moderate,2022-09-03 07:20:36,2022-09-03 08:20:36
Rain,Light,2022-09-03 08:20:36,2022-09-03 09:20:36
Rain,Light,2022-09-08 08:20:36,2022-09-08 10:20:36
Rain,Light,2022-09-08 11:20:36,2022-09-08 12:20:36
Rain,Light,2022-09-09 03:20:36,2022-09-09 03:50:36
Rain,Light,2022-09-09 06:20:36,2022-09-09 07:20:36
Rain,Moderate,2022-09-11 23:11:36,2022-09-11 23:59:36
Rain,Light,2022-09-11 23:59:36,2022-09-12 00:20:36
Precipitation,UNK,2022-09-12 03:50:36,2022-09-12 04:20:36
Rain,Moderate,2022-09-12 04:20:36,2022-09-12 04:28:36
Rain,Light,2022-09-12 04:28:36,2022-09-12 04:58:36
Rain,Light,2022-09-12 05:20:36,2022-09-12 06:10:36
Rain,Light,2022-09-13 04:20:36,2022-09-13 04:37:36
Precipitation,UNK,2022-09-13 04:58:36,2022-09-13 05:20:36
Rain,Heavy,2022-09-13 05:20:36,2022-09-13 05:34:36
Rain,Moderate,2022-09-13 05:55:36,2022-09-13 06:42:36
Rain,Light,2022-09-15 00:32:36,2022-09-15 00:47:36
Rain,Light,2022-09-15 03:20:36,2022-09-15 04:20:36
Rain,Moderate,2022-09-15 04:20:36,2022-09-15 05:49:36
Rain,Light,2022-09-15 06:20:36,2022-09-15 07:20:36
Rain,Moderate,2022-09-15 07:20:36,2022-09-15 07:30:36
Rain,Light,2022-09-15 07:30:36,2022-09-15 08:18:36
Rain,Light,2022-09-15 17:41:36,2022-09-15 18:20:36
Rain,Light,2022-09-20 01:20:36,2022-09-20 02:20:36
Rain,Light,2022-09-21 09:20:36,2022-09-21 10:20:36
Rain,Light,2022-09-21 19:20:36,2022-09-21 20:20:36
Rain,Moderate,2022-09-21 20:20:36,2022-09-21 22:20:36
Rain,Light,2022-09-21 23:20:36,2022-09-22 00:20:36
Rain,Light,2022-09-22 00:58:36,2022-09-22 01:20:36
Rain,Light,2022-09-22 03:20:36,2022-09-22 04:20:36
Rain,Light,2022-09-22 13:20:36,2022-09-22 14:52:36
Rain,Moderate,2022-09-22 14:52:36,2022-09-22 16:11:36
Rain,Light,2022-09-22 16:11:36,2022-09-22 17:02:36
Rain,Moderate,2022-09-22 17:02:36,2022-09-22 17:36:36
Rain,Light,2022-09-22 17:36:36,2022-09-22 18:20:36
Rain,Light,2022-09-22 18:57:36,2022-09-22 19:20:36
Rain,Light,2022-09-22 20:20:36,2022-09-22 20:40:36
Rain,Light,2022-09-22 20:52:36,2022-09-22 21:51:36
Rain,Light,2022-09-25 06:20:36,2022-09-25 06:33:36
Rain,Light,2022-09-26 00:20:36,2022-09-26 02:20:36
Rain,Light,2022-09-27 10:36:36,2022-09-27 11:20:36
Rain,Moderate,2022-09-27 11:20:36,2022-09-27 13:11:36
Rain,Light,2022-09-27 13:11:36,2022-09-27 16:57:36
Rain,Moderate,2022-09-27 17:11:36,2022-09-27 17:20:36
Rain,Light,2022-09-27 18:20:36,2022-09-27 18:57:36
Precipitation,UNK,2022-09-27 18:57:36,2022-09-27 19:20:36
Rain,Heavy,2022-09-27 19:20:36,2022-09-27 20:20:36
Rain,Moderate,2022-09-27 20:20:36,2022-09-27 21:20:36
Rain,Light,2022-09-27 21:20:36,2022-09-27 22:20:36
Rain,Moderate,2022-09-27 22:20:36,2022-09-27 23:03:36
Rain,Light,2022-09-27 23:03:36,2022-09-28 01:20:36
Rain,Moderate,2022-09-28 01:20:36,2022-09-28 01:31:36
Rain,Light,2022-09-28 01:31:36,2022-09-28 03:15:36
Rain,Light,2022-09-28 05:20:36,2022-09-28 06:05:36
Rain,Light,2022-09-28 06:45:36,2022-09-28 08:11:36
Fog,Severe,2022-09-28 08:11:36,2022-09-28 10:01:36
Rain,Light,2022-09-28 11:20:36,2022-09-28 13:20:36
Rain,Light,2022-09-29 01:20:36,2022-09-29 02:20:36
Rain,Light,2022-09-29 03:20:36,2022-09-29 04:20:36
Precipitation,UNK,2022-09-29 04:20:36,2022-09-29 05:08:36
Rain,Moderate,2022-09-29 05:08:36,2022-09-29 06:20:36
Rain,Light,2022-09-29 06:20:36,2022-09-29 07:07:36
Rain,Light,2022-09-29 07:20:36,2022-09-29 09:20:36
Rain,Light,2022-09-29 15:20:36,2022-09-29 16:20:36
Rain,Light,2022-09-29 17:20:36,2022-09-29 19:20:36
Fog,Severe,2022-09-30 02:47:36,2022-09-30 06:17:36
Rain,Light,2022-10-02 05:45:36,2022-10-02 06:20:36
Rain,Light,2022-10-02 06:54:36,2022-10-02 08:20:36
Rain,Light,2022-10-02 09:10:36,2022-10-02 09:55:36
Rain,Light,2022-10-02 10:11:36,2022-10-02 10:35:36
Fog,Severe,2022-10-02 10:35:36,2022-10-02 10:39:36
Rain,Light,2022-10-02 11:04:36,2022-10-02 11:20:36
Rain,Light,2022-10-02 18:20:36,2022-10-02 19:20:36
Rain,Light,2022-10-02 20:08:36,2022-10-02 22:20:36
Fog,Severe,2022-10-02 22:20:36,2022-10-02 22:57:36
Rain,Moderate,2022-10-02 22:57:36,2022-10-02 23:45:36
Rain,Moderate,2022-10-02 23:53:36,2022-10-03 02:20:36
Rain,Light,2022-10-05 16:20:36,2022-10-05 17:20:36
Rain,Moderate,2022-10-05 17:20:36,2022-10-05 19:20:36
Rain,Light,2022-10-05 19:20:36,2022-10-05 20:20:36
Rain,Light,2022-10-10 15:20:36,2022-10-10 17:20:36
Rain,Light,2022-10-10 19:20:36,2022-10-10 20:20:36
Rain,Light,2022-10-10 22:20:36,2022-10-11 00:20:36
Rain,Light,2022-10-11 03:20:36,2022-10-11 04:20:36
Rain,Light,2022-10-11 08:20:36,2022-10-11 09:09:36
Rain,Moderate,2022-10-11 09:09:36,2022-10-11 09:20:36
Rain,Heavy,2022-10-11 09:20:36,2022-10-11 09:35:36
Rain,Light,2022-10-11 09:35:36,2022-10-11 11:20:36
Rain,Light,2022-10-11 15:20:36,2022-10-11 17:20:36
Rain,Light,2022-10-15 10:20:36,2022-10-15 10:48:36
Rain,Light,2022-10-15 16:20:36,2022-10-15 17:06:36
Fog,Severe,2022-10-20 19:30:36,2022-10-21 00:46:36
Rain,Light,2022-10-21 08:20:36,2022-10-21 09:09:36
Rain,Light,2022-10-21 12:05:36,2022-10-21 14:03:36
Rain,Light,2022-10-22 04:55:36,2022-10-22 05:20:36
Rain,Light,2022-10-22 08:20:36,2022-10-22 10:20:36
Rain,Light,2022-10-22 11:20:36,2022-10-22 12:08:36
Rain,Light,2022-10-22 12:20:36,2022-10-22 12:59:36
Rain,Light,2022-10-23 20:20:36,2022-10-23 22:20:36
Rain,Light,2022-10-23 23:20:36,2022-10-24 00:20:36
Rain,Light,2022-10-26 12:20:36,2022-10-26 16:20:36
Rain,Moderate,2022-10-26 16:20:36,2022-10-26 17:20:36
Rain,Heavy,2022-10-26 17:20:36,2022-10-26 19:37:36
Rain,Light,2022-10-26 19:37:36,2022-10-26 20:20:36
Rain,Moderate,2022-10-26 20:20:36,2022-10-26 21:53:36
Rain,Light,2022-10-26 21:53:36,2022-10-27 02:20:36
Rain,Light,2022-10-28 18:20:36,2022-10-28 21:20:36
Rain,Light,2022-10-29 01:53:36,2022-10-29 08:20:36
Fog,Severe,2022-10-29 08:20:36,2022-10-29 08:40:36
Rain,Light,2022-10-30 00:11:36,2022-10-30 00:20:36
Rain,Light,2022-10-30 01:20:36,2022-10-30 02:20:36
Snow,Moderate,2022-10-30 03:20:36,2022-10-30 04:20:36
Snow,Heavy,2022-10-30 04:20:36,2022-10-30 07:20:36
Rain,Light,2022-10-30 08:20:36,2022-10-30 12:36:36
Rain,Light,2022-10-30 13:20:36,2022-10-31 02:57:36
Snow,Moderate,2022-10-31 04:20:36,2022-10-31 05:20:36
Snow,Light,2022-10-31 05:20:36,2022-10-31 17:20:36
Rain,Light,2022-11-01 21:20:36,2022-11-01 23:20:36
Rain,Light,2022-11-02 00:20:36,2022-11-02 01:20:36
Rain,Light,2022-11-06 04:20:36,2022-11-06 05:20:36
Rain,Light,2022-11-06 19:20:36,2022-11-06 21:29:36
Snow,Light,2022-11-07 00:13:36,2022-11-07 03:20:36
Rain,Light,2022-11-10 20:20:36,2022-11-10 23:20:36
Snow,Light,2022-11-10 23:20:36,2022-11-11 00:20:36
Snow,Light,2022-11-11 03:00:36,2022-11-11 03:20:36
Snow,Moderate,2022-11-11 03:20:36,2022-11-11 03:45:36
Snow,Light,2022-11-11 03:45:36,2022-11-11 04:20:36
Snow,Moderate,2022-11-11 04:20:36,2022-11-11 05:20:36
Snow,Light,2022-11-11 05:20:36,2022-11-11 18:20:36
Snow,Light,2022-11-13 19:20:36,2022-11-13 20:20:36
Snow,Light,2022-11-13 23:20:36,2022-11-14 03:20:36
Rain,Light,2022-11-17 20:20:36,2022-11-18 00:20:36
Fog,Severe,2022-11-18 01:08:36,2022-11-18 02:20:36
Rain,Light,2022-11-19 11:20:36,2022-11-19 18:20:36
Rain,Light,2022-11-21 02:20:36,2022-11-21 05:20:36
Rain,Moderate,2022-11-21 05:20:36,2022-11-21 06:34:36
Rain,Light,2022-11-21 06:34:36,2022-11-21 08:20:36
Rain,Light,2022-11-21 11:38:36,2022-11-21 12:20:36
Rain,Light,2022-11-21 18:01:36,2022-11-21 19:06:36
Rain,Light,2022-11-24 18:20:36,2022-11-24 19:20:36
Fog,Moderate,2022-11-26 15:20:36,2022-11-26 16:20:36
Rain,Light,2022-11-26 16:20:36,2022-11-26 18:20:36
Rain,Moderate,2022-11-26 18:20:36,2022-11-26 18:42:36
Rain,Light,2022-11-26 18:42:36,2022-11-26 19:52:36
Fog,Severe,2022-11-26 19:52:36,2022-11-26 20:13:36
Rain,Light,2022-11-26 20:13:36,2022-11-26 21:20:36
Fog,Severe,2022-11-26 21:20:36,2022-11-26 21:59:36
Rain,Light,2022-11-26 21:59:36,2022-11-26 23:20:36
Rain,Light,2022-11-27 01:14:36,2022-11-27 03:20:36
Storm,Severe,2022-11-27 05:20:36,2022-11-27 06:13:36
Rain,Light,2022-11-28 17:20:36,2022-11-28 19:18:36
Rain,Light,2022-11-28 20:50:36,2022-11-28 21:20:36
Rain,Light,2022-11-28 23:20:36,2022-11-29 00:51:36
Rain,Light,2022-11-29 01:20:36,2022-11-29 05:20:36
Rain,Light,2022-11-29 19:02:36,2022-11-29 19:54:36
Rain,Light,2022-11-30 00:20:36,2022-11-30 05:01:36
Fog,Severe,2022-11-30 06:40:36,2022-11-30 08:09:36
Rain,Light,2022-11-30 08:09:36,2022-11-30 09:39:36
Fog,Severe,2022-11-30 09:39:36,2022-11-30 09:51:36
Rain,Light,2022-11-30 10:20:36,2022-11-30 11:49:36
Rain,Light,2022-11-30 13:20:36,2022-11-30 14:20:36
Rain,Light,2022-11-30 15:20:36,2022-12-01 01:20:36
Fog,Severe,2022-12-01 03:34:36,2022-12-01 04:20:36
Rain,Light,2022-12-01 12:59:36,2022-12-01 17:44:36
Snow,Light,2022-12-01 18:48:36,2022-12-01 22:07:36
Snow,Light,2022-12-01 23:20:36,2022-12-02 00:20:36
Rain,Light,2022-12-09 01:20:36,2022-12-09 09:20:36
Rain,Light,2022-12-09 09:47:36,2022-12-09 12:20:36
Rain,Light,2022-12-09 14:30:36,2022-12-09 15:20:36
Snow,Light,2022-12-09 22:20:36,2022-12-10 07:20:36
Snow,Light,2022-12-10 22:52:36,2022-12-11 02:20:36
Snow,Light,2022-12-11 06:11:36,2022-12-11 12:20:36
Fog,Moderate,2022-12-14 12:09:36,2022-12-14 12:20:36
Snow,Light,2022-12-15 22:07:36,2022-12-16 05:09:36
Snow,Light,2022-12-16 05:20:36,2022-12-16 07:20:36
Snow,Light,2022-12-17 21:20:36,2022-12-18 00:20:36
Fog,Severe,2022-12-24 03:20:36,2022-12-24 07:54:36
Fog,Severe,2022-12-24 08:41:36,2022-12-24 09:32:36
Fog,Moderate,2022-12-28 14:20:36,2022-12-28 16:20:36
Rain,Light,2022-12-28 20:20:36,2022-12-28 23:20:36
Rain,Moderate,2022-12-28 23:20:36,2022-12-28 23:50:36
Rain,Light,2022-12-28 23:50:36,2022-12-29 00:20:36
Rain,Moderate,2022-12-29 00:20:36,2022-12-29 00:35:36
Rain,Light,2022-12-29 00:35:36,2022-12-29 01:20:36
Rain,Moderate,2022-12-29 01:20:36,2022-12-29 02:20:36
Rain,Light,2022-12-29 02:20:36,2022-12-29 04:20:36
Rain,Moderate,2022-12-29 04:20:36,2022-12-29 05:34:36
Rain,Light,2022-12-29 05:34:36,2022-12-29 06:02:36
Rain,Light,2022-12-29 19:20:36,2022-12-29 21:20:36
Rain,Moderate,2022-12-29 21:20:36,2022-12-29 21:35:36
Rain,Light,2022-12-29 21:35:36,2022-12-30 03:02:36
Snow,Light,2022-12-30 06:45:36,2022-12-30 07:20:36
Snow,Light,2022-12-30 09:07:36,2022-12-31 08:20:36
Snow,Light,2023-01-04 01:20:36,2023-01-04 07:49:36
Rain,Light,2023-01-09 11:20:36,2023-01-09 13:20:36
Rain,Light,2023-01-10 02:07:36,2023-01-10 03:20:36
Fog,Severe,2023-01-10 07:00:36,2023-01-10 10:45:36
Rain,Light,2023-01-10 10:45:36,2023-01-10 12:20:36
Fog,Severe,2023-01-10 12:20:36,2023-01-10 13:44:36
Rain,Light,2023-01-10 15:29:36,2023-01-10 16:18:36
Fog,Severe,2023-01-10 16:18:36,2023-01-10 17:20:36
Rain,Light,2023-01-10 17:20:36,2023-01-10 20:18:36
Rain,Moderate,2023-01-10 20:18:36,2023-01-10 21:20:36
Rain,Heavy,2023-01-10 21:20:36,2023-01-10 23:20:36
Rain,Moderate,2023-01-10 23:20:36,2023-01-11 02:20:36
Rain,Light,2023-01-11 02:20:36,2023-01-11 07:20:36
Snow,Light,2023-01-11 07:38:36,2023-01-12 00:10:36
Rain,Light,2023-01-12 19:03:36,2023-01-12 19:20:36
Snow,Light,2023-01-12 22:20:36,2023-01-13 02:20:36
Fog,Severe,2023-01-14 07:07:36,2023-01-14 08:20:36
Fog,Severe,2023-01-15 06:55:36,2023-01-15 11:20:36
Rain,Light,2023-01-15 11:20:36,2023-01-15 13:20:36
Fog,Severe,2023-01-15 13:20:36,2023-01-15 15:45:36
Snow,Light,2023-01-17 15:12:36,2023-01-17 17:20:36
Snow,Moderate,2023-01-17 17:20:36,2023-01-17 17:35:36
Snow,Light,2023-01-17 17:35:36,2023-01-17 21:58:36
Rain,Light,2023-01-18 04:20:36,2023-01-18 09:28:36
Snow,Light,2023-01-18 13:56:36,2023-01-18 14:20:36
Snow,Light,2023-01-18 16:20:36,2023-01-19 01:20:36
Snow,Light,2023-01-19 16:20:36,2023-01-19 17:20:36
Snow,Light,2023-01-19 22:20:36,2023-01-19 23:20:36
Snow,Light,2023-01-20 00:20:36,2023-01-20 08:20:36
Snow,Light,2023-01-20 09:20:36,2023-01-20 12:20:36
Snow,Light,2023-01-23 00:20:36,2023-01-23 19:20:36
Rain,Light,2023-01-23 23:20:36,2023-01-24 05:20:36
Fog,Severe,2023-01-24 05:20:36,2023-01-24 06:20:36
Rain,Light,2023-01-24 06:20:36,2023-01-24 07:20:36
Fog,Severe,2023-01-24 07:20:36,2023-01-24 15:20:36
Rain,Light,2023-01-24 15:20:36,2023-01-24 21:20:36
Fog,Severe,2023-01-24 22:15:36,2023-01-24 23:10:36
Snow,Light,2023-01-25 00:20:36,2023-01-25 06:20:36
Snow,Light,2023-01-25 08:09:36,2023-01-25 11:20:36
Snow,Light,2023-01-25 11:35:36,2023-01-25 12:36:36
Snow,Light,2023-01-25 13:11:36,2023-01-25 18:20:36
Snow,Light,2023-01-27 19:20:36,2023-01-27 21:20:36
Snow,Light,2023-01-28 00:20:36,2023-01-28 01:20:36
Snow,Light,2023-01-28 18:20:36,2023-01-28 19:20:36
Snow,Light,2023-01-28 20:20:36,2023-01-28 21:20:36
Snow,Light,2023-01-29 00:20:36,2023-01-29 08:20:36
Snow,Heavy,2023-01-29 09:20:36,2023-01-29 10:20:36
Snow,Light,2023-01-29 10:20:36,2023-01-29 22:20:36
Snow,Light,2023-01-29 23:20:36,2023-01-30 01:20:36
Snow,Light,2023-01-31 00:20:36,2023-01-31 12:20:36
Rain,Light,2023-01-31 22:20:36,2023-01-31 23:04:36
Snow,Light,2023-01-31 23:18:36,2023-02-01 04:20:36
Fog,Severe,2023-02-01 04:20:36,2023-02-01 08:54:36
Snow,Light,2023-02-04 23:46:36,2023-02-05 01:20:36
Snow,Light,2023-02-05 14:20:36,2023-02-06 22:43:36
Snow,Light,2023-02-07 00:30:36,2023-02-07 05:20:36
Snow,Light,2023-02-08 15:20:36,2023-02-08 17:20:36
Snow,Light,2023-02-09 11:11:36,2023-02-09 13:16:36
Snow,Moderate,2023-02-09 13:16:36,2023-02-09 13:35:36
Rain,Light,2023-02-09 15:20:36,2023-02-09 21:40:36
Fog,Moderate,2023-02-10 19:20:36,2023-02-10 20:01:36
Snow,Light,2023-02-12 14:17:36,2023-02-12 15:20:36
Snow,Moderate,2023-02-12 15:20:36,2023-02-12 15:30:36
Snow,Light,2023-02-12 15:30:36,2023-02-12 16:01:36
Snow,Moderate,2023-02-12 16:01:36,2023-02-12 17:32:36
Snow,Light,2023-02-12 17:32:36,2023-02-12 17:51:36
Snow,Moderate,2023-02-12 17:51:36,2023-02-12 19:10:36
Snow,Light,2023-02-12 19:10:36,2023-02-13 15:20:36
Snow,Light,2023-02-15 13:20:36,2023-02-15 14:20:36
Rain,Light,2023-02-17 13:10:36,2023-02-17 18:20:36
Fog,Severe,2023-02-17 18:20:36,2023-02-17 18:29:36
Rain,Light,2023-02-17 19:20:36,2023-02-18 00:20:36
Fog,Severe,2023-02-18 00:20:36,2023-02-18 01:55:36
Rain,Light,2023-02-24 13:20:36,2023-02-24 15:20:36
Rain,Light,2023-02-24 18:20:36,2023-02-24 20:58:36
Rain,Light,2023-02-24 21:20:36,2023-02-24 23:20:36
Snow,Light,2023-02-25 07:20:36,2023-02-25 08:20:36
Snow,Light,2023-02-25 09:20:36,2023-02-25 10:20:36
Snow,Light,2023-02-25 13:48:36,2023-02-26 10:20:36
Snow,Light,2023-02-26 12:20:36,2023-02-26 21:20:36
Snow,Light,2023-02-26 22:20:36,2023-02-26 23:20:36
Snow,Light,2023-02-27 05:20:36,2023-02-27 06:20:36
Snow,Light,2023-02-27 10:20:36,2023-02-27 13:20:36
Rain,Light,2023-03-05 05:04:36,2023-03-05 05:46:36
Rain,Light,2023-03-06 19:45:36,2023-03-06 21:20:36
Snow,Light,2023-03-06 21:20:36,2023-03-07 04:20:36
Rain,Light,2023-03-10 06:20:36,2023-03-10 07:20:36
Rain,Light,2023-03-10 09:20:36,2023-03-10 18:20:36
Rain,Moderate,2023-03-10 18:20:36,2023-03-10 19:29:36
Rain,Light,2023-03-10 19:29:36,2023-03-10 21:20:36
Rain,Moderate,2023-03-10 21:20:36,2023-03-10 21:53:36
Rain,Light,2023-03-10 21:53:36,2023-03-11 01:08:36
Rain,Light,2023-03-12 05:18:36,2023-03-12 05:44:36
Fog,Severe,2023-03-12 06:52:36,2023-03-12 08:20:36
Rain,Light,2023-03-12 08:20:36,2023-03-12 09:20:36
Fog,Severe,2023-03-12 09:20:36,2023-03-12 10:01:36
Rain,Light,2023-03-13 20:20:36,2023-03-13 22:20:36
Snow,Light,2023-03-15 13:20:36,2023-03-15 15:20:36
Snow,Light,2023-03-15 15:54:36,2023-03-15 19:20:36
Snow,Light,2023-03-17 10:20:36,2023-03-17 11:16:36
Rain,Light,2023-03-17 14:20:36,2023-03-17 15:55:36
Fog,Moderate,2023-03-17 15:55:36,2023-03-17 16:20:36
Rain,Light,2023-03-17 18:16:36,2023-03-17 22:20:36
Rain,Light,2023-03-19 11:20:36,2023-03-19 13:15:36
Rain,Moderate,2023-03-19 13:15:36,2023-03-19 13:46:36
Rain,Light,2023-03-19 13:46:36,2023-03-19 15:20:36
Rain,Moderate,2023-03-19 15:20:36,2023-03-19 16:20:36
Fog,Severe,2023-03-20 03:22:36,2023-03-20 08:57:36
Rain,Light,2023-03-20 12:51:36,2023-03-20 15:17:36
Rain,Moderate,2023-03-20 15:17:36,2023-03-20 15:27:36
Rain,Light,2023-03-20 15:27:36,2023-03-20 15:35:36
Fog,Severe,2023-03-20 15:35:36,2023-03-20 16:11:36
Fog,Severe,2023-03-20 16:39:36,2023-03-20 16:58:36
Fog,Severe,2023-03-20 17:10:36,2023-03-20 17:20:36
Rain,Light,2023-03-21 02:49:36,2023-03-21 03:08:36
Fog,Severe,2023-03-21 05:57:36,2023-03-21 06:06:36
Snow,Light,2023-03-23 14:45:36,2023-03-23 21:20:36
Snow,Moderate,2023-03-23 21:20:36,2023-03-23 22:20:36
Snow,Light,2023-03-23 22:20:36,2023-03-24 02:20:36
Snow,Moderate,2023-03-24 02:20:36,2023-03-24 02:42:36
Snow,Light,2023-03-24 02:42:36,2023-03-24 03:18:36
Fog,Severe,2023-03-24 03:18:36,2023-03-24 03:27:36
Snow,Light,2023-03-24 03:27:36,2023-03-24 04:17:36
Fog,Moderate,2023-03-24 15:17:36,2023-03-24 15:40:36
Fog,Severe,2023-03-25 06:32:36,2023-03-25 06:44:36
Fog,Moderate,2023-03-27 11:20:36,2023-03-27 11:53:36
Rain,Light,2023-03-27 13:20:36,2023-03-27 13:49:36
Fog,Severe,2023-03-28 00:20:36,2023-03-28 06:20:36
Fog,Severe,2023-03-28 08:38:36,2023-03-28 09:04:36
Fog,Severe,2023-03-28 09:57:36,2023-03-28 10:34:36
Rain,Light,2023-03-28 15:20:36,2023-03-28 18:20:36
Rain,Light,2023-03-28 18:58:36,2023-03-28 19:46:36
Rain,Light,2023-03-28 20:20:36,2023-03-28 21:20:36
Rain,Light,2023-03-28 23:20:36,2023-03-29 00:42:36
Rain,Light,2023-03-29 01:20:36,2023-03-29 02:02:36
Precipitation,UNK,2023-03-29 02:11:36,2023-03-29 02:20:36
Rain,Moderate,2023-03-29 02:20:36,2023-03-29 02:23:36
Rain,Light,2023-03-29 02:23:36,2023-03-29 04:47:36
Rain,Light,2023-03-29 05:20:36,2023-03-29 05:42:36
Rain,Moderate,2023-03-29 05:55:36,2023-03-29 06:40:36
